 INFO main - 2020-10-07 23:03:18.363; - hooks.BaseClass - --------------------------------------------------------
 INFO main - 2020-10-07 23:19:53.506; - hooks.BaseClass - ERRO: Can't locate an element by this strategy: By.chained({By.xpath: //*[contains(@text,'Jon Kabat-Zinn')]})
 INFO main - 2020-10-07 23:19:59.156; - hooks.BaseClass - ERRO: Expected condition failed: waiting for element to be clickable: Located by By.chained({By.xpath: //*[contains(@text,'Jon Kabat-Zinn')]}) (tried for 3 second(s) with 100 milliseconds interval)
 INFO main - 2020-10-07 23:20:02.621; - hooks.BaseClass - ERRO: Can't locate an element by this strategy: By.chained({By.xpath: //*[contains(@text,'Jon Kabat-Zinn')]})
 INFO main - 2020-10-07 23:20:08.256; - hooks.BaseClass - ERRO: Expected condition failed: waiting for element to be clickable: Located by By.chained({By.xpath: //*[contains(@text,'Jon Kabat-Zinn')]}) (tried for 3 second(s) with 100 milliseconds interval)
 INFO main - 2020-10-07 23:20:11.657; - hooks.BaseClass - ERRO: Can't locate an element by this strategy: By.chained({By.xpath: //*[contains(@text,'Jon Kabat-Zinn')]})
 INFO main - 2020-10-07 23:20:17.207; - hooks.BaseClass - ERRO: Expected condition failed: waiting for element to be clickable: Located by By.chained({By.xpath: //*[contains(@text,'Jon Kabat-Zinn')]}) (tried for 3 second(s) with 100 milliseconds interval)
 INFO main - 2020-10-07 23:20:20.606; - hooks.BaseClass - ERRO: Can't locate an element by this strategy: By.chained({By.xpath: //*[contains(@text,'Jon Kabat-Zinn')]})
 INFO main - 2020-10-07 23:20:23.712; - hooks.BaseClass - ERRO: Expected condition failed: waiting for element to be clickable: Located by By.chained({By.xpath: //*[contains(@text,'Phakchok Rinpoche')]}) (tried for 3 second(s) with 100 milliseconds interval)
 INFO main - 2020-10-07 23:20:26.791; - hooks.BaseClass - ERRO: Can't locate an element by this strategy: By.chained({By.xpath: //*[contains(@text,'Phakchok Rinpoche')]})
 INFO main - 2020-10-07 23:20:32.412; - hooks.BaseClass - ERRO: Expected condition failed: waiting for element to be clickable: Located by By.chained({By.xpath: //*[contains(@text,'Phakchok Rinpoche')]}) (tried for 3 second(s) with 100 milliseconds interval)
 INFO main - 2020-10-07 23:20:35.741; - hooks.BaseClass - ERRO: Can't locate an element by this strategy: By.chained({By.xpath: //*[contains(@text,'Phakchok Rinpoche')]})
